"","fecha_v","edad_final","TipoAtencion","sexo","Sum"
"21971",2020-10-20,64,"Consulta","mujer",1
"21972",2020-10-20,65,"Consulta","hombre",6
"21973",2020-10-20,65,"Consulta","mujer",5
"21974",2020-10-20,66,"Consulta","hombre",3
"21975",2020-10-20,66,"Consulta","mujer",8
"21976",2020-10-20,66,"Hospitalizacion","hombre",1
"21977",2020-10-20,67,"Consulta","hombre",3
"21978",2020-10-20,67,"Consulta","mujer",4
"21979",2020-10-20,67,"Urgencia","mujer",1
"21980",2020-10-20,68,"Consulta","hombre",6
"21981",2020-10-20,68,"Consulta","mujer",2
"21982",2020-10-20,68,"Hospitalizacion","hombre",1
"21983",2020-10-20,69,"Consulta","hombre",3
"21984",2020-10-20,69,"Consulta","mujer",4
"21985",2020-10-20,70,"Consulta","hombre",1
"21986",2020-10-20,70,"Consulta","mujer",1
"21987",2020-10-20,71,"Consulta","hombre",2
"21988",2020-10-20,71,"Consulta","mujer",4
"21989",2020-10-20,71,"Hospitalizacion","mujer",1
"21990",2020-10-20,71,"Urgencia","mujer",1
"21991",2020-10-20,72,"Consulta","hombre",2
"21992",2020-10-20,72,"Consulta","mujer",6
"21993",2020-10-20,72,"Hospitalizacion","mujer",1
"21994",2020-10-20,73,"Consulta","mujer",5
"21995",2020-10-20,73,"Hospitalizacion","mujer",2
"21996",2020-10-20,73,"Urgencia","hombre",1
"21997",2020-10-20,73,"Urgencia","mujer",1
"21998",2020-10-20,74,"Consulta","hombre",3
"21999",2020-10-20,74,"Consulta","mujer",1
"22000",2020-10-20,75,"Consulta","hombre",1
"22001",2020-10-20,75,"Consulta","mujer",4
"22002",2020-10-20,76,"Consulta","mujer",2
"22003",2020-10-20,77,"Consulta","hombre",5
"22004",2020-10-20,77,"Consulta","mujer",2
"22005",2020-10-20,77,"Hospitalizacion","mujer",1
"22006",2020-10-20,78,"Consulta","hombre",4
"22007",2020-10-20,78,"Consulta","mujer",3
"22008",2020-10-20,78,"Hospitalizacion","hombre",1
"22009",2020-10-20,78,"Urgencia","hombre",1
"22010",2020-10-20,79,"Consulta","hombre",3
"22011",2020-10-20,79,"Consulta","mujer",3
"22012",2020-10-20,79,"Hospitalizacion","mujer",1
"22013",2020-10-20,79,"Urgencia","hombre",2
"22014",2020-10-20,80,"Consulta","mujer",1
"22015",2020-10-20,81,"Consulta","hombre",2
"22016",2020-10-20,81,"Consulta","mujer",4
"22017",2020-10-20,82,"Consulta","mujer",3
"22018",2020-10-20,83,"Consulta","hombre",4
"22019",2020-10-20,83,"Consulta","mujer",1
"22020",2020-10-20,84,"Consulta","hombre",2
"22021",2020-10-20,84,"Consulta","mujer",3
"22022",2020-10-20,85,"Consulta","hombre",1
"22023",2020-10-20,86,"Consulta","hombre",1
"22024",2020-10-20,87,"Consulta","hombre",1
"22025",2020-10-20,88,"Consulta","mujer",1
"22026",2020-10-20,89,"Consulta","hombre",3
"22027",2020-10-20,90,"Consulta","mujer",1
"22028",2020-10-20,92,"Consulta","hombre",1
"22029",2020-10-20,92,"Consulta","mujer",1
"22030",2020-10-20,93,"Consulta","hombre",1
"22031",2020-10-20,93,"Hospitalizacion","hombre",1
"22032",2020-10-20,95,"Consulta","mujer",1
"22033",2020-10-21,0,"Consulta","hombre",4
"22034",2020-10-21,0,"Consulta","mujer",2
"22035",2020-10-21,1,"Consulta","hombre",1
"22036",2020-10-21,2,"Consulta","hombre",2
"22037",2020-10-21,2,"Consulta","mujer",2
"22038",2020-10-21,3,"Consulta","mujer",1
"22039",2020-10-21,4,"Consulta","hombre",1
"22040",2020-10-21,4,"Hospitalizacion","hombre",1
"22041",2020-10-21,5,"Consulta","hombre",1
"22042",2020-10-21,6,"Consulta","mujer",2
"22043",2020-10-21,7,"Consulta","hombre",3
"22044",2020-10-21,7,"Consulta","mujer",1
"22045",2020-10-21,8,"Consulta","hombre",2
"22046",2020-10-21,10,"Consulta","hombre",5
"22047",2020-10-21,10,"Consulta","mujer",6
"22048",2020-10-21,11,"Consulta","mujer",1
"22049",2020-10-21,12,"Consulta","hombre",2
"22050",2020-10-21,12,"Consulta","mujer",3
"22051",2020-10-21,13,"Consulta","hombre",4
"22052",2020-10-21,14,"Consulta","hombre",1
"22053",2020-10-21,14,"Consulta","mujer",1
"22054",2020-10-21,15,"Consulta","hombre",1
"22055",2020-10-21,15,"Consulta","mujer",2
"22056",2020-10-21,16,"Consulta","hombre",2
"22057",2020-10-21,16,"Consulta","mujer",4
"22058",2020-10-21,17,"Consulta","hombre",2
"22059",2020-10-21,17,"Consulta","mujer",3
"22060",2020-10-21,17,"Hospitalizacion","mujer",1
"22061",2020-10-21,18,"Consulta","hombre",2
"22062",2020-10-21,18,"Consulta","mujer",4
"22063",2020-10-21,18,"Urgencia","mujer",1
"22064",2020-10-21,19,"Consulta","hombre",4
"22065",2020-10-21,19,"Consulta","mujer",4
"22066",2020-10-21,20,"Consulta","hombre",2
"22067",2020-10-21,20,"Consulta","mujer",5
"22068",2020-10-21,21,"Consulta","hombre",5
"22069",2020-10-21,21,"Consulta","mujer",7
"22070",2020-10-21,22,"Consulta","hombre",3
"22071",2020-10-21,22,"Consulta","mujer",6
"22072",2020-10-21,23,"Consulta","hombre",6
"22073",2020-10-21,23,"Consulta","mujer",9
"22074",2020-10-21,24,"Consulta","hombre",4
"22075",2020-10-21,24,"Consulta","mujer",6
"22076",2020-10-21,25,"Consulta","hombre",4
"22077",2020-10-21,25,"Consulta","mujer",12
"22078",2020-10-21,25,"Urgencia","mujer",1
"22079",2020-10-21,26,"Consulta","hombre",5
"22080",2020-10-21,26,"Consulta","mujer",10
"22081",2020-10-21,27,"Consulta","hombre",2
"22082",2020-10-21,27,"Consulta","mujer",6
"22083",2020-10-21,28,"Consulta","hombre",5
"22084",2020-10-21,28,"Consulta","mujer",11
"22085",2020-10-21,29,"Consulta","hombre",7
"22086",2020-10-21,29,"Consulta","mujer",11
"22087",2020-10-21,30,"Consulta","hombre",7
"22088",2020-10-21,30,"Consulta","mujer",14
"22089",2020-10-21,31,"Consulta","hombre",5
"22090",2020-10-21,31,"Consulta","mujer",6
"22091",2020-10-21,32,"Consulta","hombre",9
"22092",2020-10-21,32,"Consulta","mujer",10
"22093",2020-10-21,33,"Consulta","hombre",8
"22094",2020-10-21,33,"Consulta","mujer",3
"22095",2020-10-21,34,"Consulta","hombre",6
"22096",2020-10-21,34,"Consulta","mujer",5
"22097",2020-10-21,35,"Consulta","hombre",5
"22098",2020-10-21,35,"Consulta","mujer",4
"22099",2020-10-21,35,"Urgencia","mujer",1
"22100",2020-10-21,36,"Consulta","hombre",8
"22101",2020-10-21,36,"Consulta","mujer",7
"22102",2020-10-21,36,"Urgencia","mujer",1
"22103",2020-10-21,37,"Consulta","hombre",4
"22104",2020-10-21,37,"Consulta","mujer",7
"22105",2020-10-21,38,"Consulta","hombre",2
"22106",2020-10-21,38,"Consulta","mujer",11
"22107",2020-10-21,39,"Consulta","hombre",4
"22108",2020-10-21,39,"Consulta","mujer",7
"22109",2020-10-21,39,"Urgencia","mujer",1
"22110",2020-10-21,40,"Consulta","hombre",7
"22111",2020-10-21,40,"Consulta","mujer",7
"22112",2020-10-21,40,"Urgencia","hombre",1
"22113",2020-10-21,40,"Urgencia","mujer",1
"22114",2020-10-21,41,"Consulta","hombre",3
"22115",2020-10-21,41,"Consulta","mujer",4
"22116",2020-10-21,41,"Urgencia","hombre",1
"22117",2020-10-21,42,"Consulta","hombre",2
"22118",2020-10-21,42,"Consulta","mujer",7
"22119",2020-10-21,43,"Consulta","hombre",1
"22120",2020-10-21,43,"Consulta","mujer",6
"22121",2020-10-21,43,"Hospitalizacion","hombre",1
"22122",2020-10-21,44,"Consulta","hombre",4
"22123",2020-10-21,44,"Consulta","mujer",2
"22124",2020-10-21,45,"Consulta","mujer",2
"22125",2020-10-21,45,"Hospitalizacion","mujer",1
"22126",2020-10-21,45,"Urgencia","mujer",1
"22127",2020-10-21,46,"Consulta","hombre",3
"22128",2020-10-21,46,"Consulta","mujer",8
"22129",2020-10-21,47,"Consulta","hombre",7
"22130",2020-10-21,47,"Consulta","mujer",8
"22131",2020-10-21,48,"Consulta","hombre",2
"22132",2020-10-21,48,"Consulta","mujer",6
"22133",2020-10-21,49,"Consulta","hombre",5
"22134",2020-10-21,49,"Consulta","mujer",4
"22135",2020-10-21,50,"Consulta","hombre",4
"22136",2020-10-21,50,"Consulta","mujer",4
"22137",2020-10-21,50,"Hospitalizacion","mujer",1
"22138",2020-10-21,50,"Urgencia","mujer",1
"22139",2020-10-21,51,"Consulta","hombre",1
"22140",2020-10-21,51,"Consulta","mujer",5
"22141",2020-10-21,52,"Consulta","hombre",2
"22142",2020-10-21,52,"Consulta","mujer",8
"22143",2020-10-21,53,"Consulta","hombre",4
"22144",2020-10-21,53,"Consulta","mujer",7
"22145",2020-10-21,53,"Urgencia","hombre",1
"22146",2020-10-21,54,"Consulta","hombre",2
"22147",2020-10-21,54,"Consulta","mujer",9
"22148",2020-10-21,55,"Consulta","hombre",1
"22149",2020-10-21,55,"Consulta","mujer",6
"22150",2020-10-21,56,"Consulta","hombre",8
"22151",2020-10-21,56,"Consulta","mujer",8
"22152",2020-10-21,57,"Consulta","hombre",6
"22153",2020-10-21,57,"Consulta","mujer",9
"22154",2020-10-21,57,"Hospitalizacion","mujer",1
"22155",2020-10-21,57,"Urgencia","mujer",1
"22156",2020-10-21,58,"Consulta","hombre",3
"22157",2020-10-21,58,"Consulta","mujer",5
"22158",2020-10-21,58,"Hospitalizacion","mujer",2
"22159",2020-10-21,59,"Consulta","hombre",3
"22160",2020-10-21,59,"Consulta","mujer",7
"22161",2020-10-21,60,"Consulta","hombre",4
"22162",2020-10-21,60,"Consulta","mujer",3
"22163",2020-10-21,61,"Consulta","hombre",1
"22164",2020-10-21,61,"Consulta","mujer",3
"22165",2020-10-21,62,"Consulta","hombre",4
"22166",2020-10-21,62,"Consulta","mujer",6
"22167",2020-10-21,62,"Hospitalizacion","hombre",2
"22168",2020-10-21,63,"Consulta","hombre",7
"22169",2020-10-21,63,"Consulta","mujer",4
"22170",2020-10-21,63,"Hospitalizacion","mujer",1
"22171",2020-10-21,64,"Consulta","hombre",1
"22172",2020-10-21,64,"Consulta","mujer",6
"22173",2020-10-21,65,"Consulta","hombre",5
"22174",2020-10-21,65,"Consulta","mujer",5
"22175",2020-10-21,65,"Hospitalizacion","mujer",1
"22176",2020-10-21,66,"Consulta","hombre",3
"22177",2020-10-21,66,"Consulta","mujer",7
"22178",2020-10-21,67,"Consulta","hombre",2
"22179",2020-10-21,67,"Consulta","mujer",4
"22180",2020-10-21,68,"Consulta","hombre",3
"22181",2020-10-21,68,"Consulta","mujer",3
"22182",2020-10-21,68,"Hospitalizacion","hombre",1
"22183",2020-10-21,69,"Consulta","hombre",3
"22184",2020-10-21,69,"Consulta","mujer",5
"22185",2020-10-21,69,"Hospitalizacion","hombre",1
"22186",2020-10-21,69,"Urgencia","mujer",1
"22187",2020-10-21,70,"Consulta","hombre",3
"22188",2020-10-21,70,"Consulta","mujer",1
"22189",2020-10-21,71,"Consulta","hombre",1
"22190",2020-10-21,71,"Consulta","mujer",4
"22191",2020-10-21,71,"Hospitalizacion","mujer",2
"22192",2020-10-21,72,"Consulta","hombre",4
"22193",2020-10-21,72,"Consulta","mujer",5
"22194",2020-10-21,73,"Consulta","hombre",4
"22195",2020-10-21,73,"Consulta","mujer",3
"22196",2020-10-21,74,"Consulta","hombre",3
"22197",2020-10-21,74,"Consulta","mujer",5
"22198",2020-10-21,75,"Consulta","hombre",3
"22199",2020-10-21,75,"Consulta","mujer",3
"22200",2020-10-21,75,"Hospitalizacion","hombre",1
"22201",2020-10-21,76,"Consulta","hombre",3
"22202",2020-10-21,76,"Consulta","mujer",4
"22203",2020-10-21,77,"Consulta","hombre",6
"22204",2020-10-21,77,"Consulta","mujer",3
"22205",2020-10-21,78,"Consulta","hombre",1
"22206",2020-10-21,78,"Consulta","mujer",5
"22207",2020-10-21,78,"Hospitalizacion","hombre",1
"22208",2020-10-21,78,"Urgencia","mujer",1
"22209",2020-10-21,79,"Consulta","hombre",4
"22210",2020-10-21,79,"Consulta","mujer",2
"22211",2020-10-21,80,"Consulta","hombre",1
"22212",2020-10-21,80,"Consulta","mujer",1
"22213",2020-10-21,81,"Consulta","hombre",3
"22214",2020-10-21,81,"Hospitalizacion","hombre",1
"22215",2020-10-21,82,"Consulta","hombre",1
"22216",2020-10-21,82,"Consulta","mujer",3
"22217",2020-10-21,83,"Consulta","hombre",1
"22218",2020-10-21,83,"Consulta","mujer",6
"22219",2020-10-21,84,"Consulta","hombre",1
"22220",2020-10-21,84,"Consulta","mujer",2
"22221",2020-10-21,85,"Consulta","hombre",3
"22222",2020-10-21,85,"Consulta","mujer",1
"22223",2020-10-21,85,"Hospitalizacion","mujer",1
"22224",2020-10-21,85,"Urgencia","hombre",1
"22225",2020-10-21,87,"Consulta","mujer",1
"22226",2020-10-21,88,"Consulta","mujer",1
"22227",2020-10-21,88,"Hospitalizacion","mujer",1
"22228",2020-10-21,89,"Consulta","hombre",2
"22229",2020-10-21,89,"Consulta","mujer",1
"22230",2020-10-21,90,"Consulta","mujer",3
"22231",2020-10-21,91,"Consulta","mujer",2
"22232",2020-10-21,93,"Consulta","hombre",1
"22233",2020-10-21,95,"Consulta","mujer",2
"22234",2020-10-22,0,"Consulta","hombre",4
"22235",2020-10-22,0,"Consulta","mujer",2
"22236",2020-10-22,1,"Consulta","hombre",3
"22237",2020-10-22,1,"Consulta","mujer",1
"22238",2020-10-22,2,"Consulta","mujer",3
"22239",2020-10-22,3,"Consulta","hombre",2
"22240",2020-10-22,4,"Consulta","mujer",1
"22241",2020-10-22,5,"Consulta","hombre",2
"22242",2020-10-22,5,"Consulta","mujer",3
"22243",2020-10-22,7,"Consulta","hombre",1
"22244",2020-10-22,7,"Consulta","mujer",3
"22245",2020-10-22,8,"Consulta","hombre",3
"22246",2020-10-22,8,"Consulta","mujer",1
"22247",2020-10-22,9,"Consulta","hombre",2
"22248",2020-10-22,10,"Consulta","hombre",6
"22249",2020-10-22,10,"Consulta","mujer",2
"22250",2020-10-22,11,"Consulta","mujer",2
"22251",2020-10-22,12,"Consulta","hombre",3
"22252",2020-10-22,12,"Consulta","mujer",3
"22253",2020-10-22,13,"Consulta","hombre",2
"22254",2020-10-22,14,"Consulta","mujer",3
"22255",2020-10-22,15,"Consulta","hombre",5
"22256",2020-10-22,15,"Consulta","mujer",1
"22257",2020-10-22,16,"Consulta","hombre",3
"22258",2020-10-22,16,"Consulta","mujer",5
"22259",2020-10-22,17,"Consulta","hombre",3
"22260",2020-10-22,17,"Consulta","mujer",5
"22261",2020-10-22,18,"Consulta","hombre",3
"22262",2020-10-22,18,"Consulta","mujer",5
"22263",2020-10-22,18,"Urgencia","hombre",1
"22264",2020-10-22,19,"Consulta","hombre",7
"22265",2020-10-22,19,"Consulta","mujer",5
"22266",2020-10-22,19,"Urgencia","hombre",1
"22267",2020-10-22,19,"Urgencia","mujer",1
"22268",2020-10-22,20,"Consulta","hombre",6
"22269",2020-10-22,20,"Consulta","mujer",7
"22270",2020-10-22,20,"Consulta","noReporta",1
"22271",2020-10-22,20,"Urgencia","mujer",1
"22272",2020-10-22,21,"Consulta","hombre",1
"22273",2020-10-22,21,"Consulta","mujer",5
"22274",2020-10-22,22,"Consulta","hombre",5
"22275",2020-10-22,22,"Consulta","mujer",9
"22276",2020-10-22,23,"Consulta","hombre",5
"22277",2020-10-22,23,"Consulta","mujer",10
"22278",2020-10-22,24,"Consulta","hombre",7
"22279",2020-10-22,24,"Consulta","mujer",9
"22280",2020-10-22,24,"Hospitalizacion","mujer",1
"22281",2020-10-22,25,"Consulta","hombre",3
"22282",2020-10-22,25,"Consulta","mujer",8
"22283",2020-10-22,26,"Consulta","hombre",4
"22284",2020-10-22,26,"Consulta","mujer",9
"22285",2020-10-22,27,"Consulta","hombre",5
"22286",2020-10-22,27,"Consulta","mujer",8
"22287",2020-10-22,28,"Consulta","hombre",3
"22288",2020-10-22,28,"Consulta","mujer",11
"22289",2020-10-22,28,"Hospitalizacion","hombre",1
"22290",2020-10-22,29,"Consulta","hombre",4
"22291",2020-10-22,29,"Consulta","mujer",12
"22292",2020-10-22,29,"Hospitalizacion","hombre",1
"22293",2020-10-22,29,"Urgencia","mujer",3
"22294",2020-10-22,30,"Consulta","hombre",4
"22295",2020-10-22,30,"Consulta","mujer",10
"22296",2020-10-22,30,"Urgencia","mujer",1
"22297",2020-10-22,31,"Consulta","hombre",9
"22298",2020-10-22,31,"Consulta","mujer",10
"22299",2020-10-22,31,"Hospitalizacion","hombre",1
"22300",2020-10-22,31,"Hospitalizacion","mujer",1
"22301",2020-10-22,31,"Urgencia","mujer",1
"22302",2020-10-22,32,"Consulta","hombre",3
"22303",2020-10-22,32,"Consulta","mujer",8
"22304",2020-10-22,32,"Urgencia","hombre",1
"22305",2020-10-22,33,"Consulta","hombre",7
"22306",2020-10-22,33,"Consulta","mujer",7
"22307",2020-10-22,34,"Consulta","hombre",6
"22308",2020-10-22,34,"Consulta","mujer",12
"22309",2020-10-22,34,"Hospitalizacion","hombre",1
"22310",2020-10-22,34,"Hospitalizacion","mujer",1
"22311",2020-10-22,34,"Urgencia","mujer",2
"22312",2020-10-22,35,"Consulta","hombre",3
"22313",2020-10-22,35,"Consulta","mujer",5
"22314",2020-10-22,35,"Urgencia","hombre",1
"22315",2020-10-22,36,"Consulta","hombre",7
"22316",2020-10-22,36,"Consulta","mujer",4
"22317",2020-10-22,37,"Consulta","hombre",8
"22318",2020-10-22,37,"Consulta","mujer",6
"22319",2020-10-22,38,"Consulta","hombre",5
"22320",2020-10-22,38,"Consulta","mujer",6
"22321",2020-10-22,39,"Consulta","hombre",8
"22322",2020-10-22,39,"Consulta","mujer",11
"22323",2020-10-22,39,"Urgencia","mujer",1
"22324",2020-10-22,40,"Consulta","hombre",7
"22325",2020-10-22,40,"Consulta","mujer",5
"22326",2020-10-22,41,"Consulta","hombre",7
"22327",2020-10-22,41,"Consulta","mujer",7
"22328",2020-10-22,42,"Consulta","hombre",4
"22329",2020-10-22,42,"Consulta","mujer",7
"22330",2020-10-22,42,"Urgencia","mujer",1
"22331",2020-10-22,43,"Consulta","hombre",4
"22332",2020-10-22,43,"Consulta","mujer",6
"22333",2020-10-22,44,"Consulta","hombre",3
"22334",2020-10-22,44,"Consulta","mujer",6
"22335",2020-10-22,45,"Consulta","hombre",4
"22336",2020-10-22,45,"Consulta","mujer",5
"22337",2020-10-22,46,"Consulta","hombre",5
"22338",2020-10-22,46,"Consulta","mujer",2
"22339",2020-10-22,47,"Consulta","hombre",2
"22340",2020-10-22,47,"Consulta","mujer",6
"22341",2020-10-22,48,"Consulta","hombre",4
"22342",2020-10-22,48,"Consulta","mujer",5
"22343",2020-10-22,48,"Hospitalizacion","hombre",1
"22344",2020-10-22,49,"Consulta","hombre",3
"22345",2020-10-22,49,"Consulta","mujer",5
"22346",2020-10-22,50,"Consulta","hombre",3
"22347",2020-10-22,50,"Consulta","mujer",4
"22348",2020-10-22,51,"Consulta","hombre",4
"22349",2020-10-22,51,"Consulta","mujer",4
"22350",2020-10-22,51,"Hospitalizacion","mujer",2
"22351",2020-10-22,51,"Urgencia","mujer",1
"22352",2020-10-22,52,"Consulta","hombre",5
"22353",2020-10-22,52,"Consulta","mujer",6
"22354",2020-10-22,52,"Urgencia","hombre",2
"22355",2020-10-22,53,"Consulta","hombre",5
"22356",2020-10-22,53,"Consulta","mujer",6
"22357",2020-10-22,53,"Hospitalizacion","hombre",1
"22358",2020-10-22,53,"Hospitalizacion","mujer",1
"22359",2020-10-22,53,"Urgencia","mujer",1
"22360",2020-10-22,54,"Consulta","hombre",8
"22361",2020-10-22,54,"Consulta","mujer",4
"22362",2020-10-22,55,"Consulta","hombre",4
"22363",2020-10-22,55,"Consulta","mujer",9
"22364",2020-10-22,56,"Consulta","hombre",8
"22365",2020-10-22,56,"Consulta","mujer",13
"22366",2020-10-22,57,"Consulta","hombre",9
"22367",2020-10-22,57,"Consulta","mujer",5
"22368",2020-10-22,57,"Hospitalizacion","hombre",1
"22369",2020-10-22,57,"Hospitalizacion","mujer",2
"22370",2020-10-22,57,"Urgencia","hombre",1
"22371",2020-10-22,58,"Consulta","hombre",3
"22372",2020-10-22,58,"Consulta","mujer",5
"22373",2020-10-22,58,"Urgencia","mujer",1
"22374",2020-10-22,59,"Consulta","hombre",3
"22375",2020-10-22,59,"Consulta","mujer",10
"22376",2020-10-22,59,"Urgencia","mujer",1
"22377",2020-10-22,60,"Consulta","hombre",5
"22378",2020-10-22,60,"Consulta","mujer",6
"22379",2020-10-22,61,"Consulta","hombre",1
"22380",2020-10-22,61,"Consulta","mujer",1
"22381",2020-10-22,61,"Hospitalizacion","hombre",1
"22382",2020-10-22,61,"Urgencia","hombre",1
"22383",2020-10-22,62,"Consulta","hombre",4
"22384",2020-10-22,62,"Consulta","mujer",4
"22385",2020-10-22,63,"Consulta","hombre",5
"22386",2020-10-22,63,"Consulta","mujer",3
"22387",2020-10-22,64,"Consulta","hombre",2
"22388",2020-10-22,64,"Consulta","mujer",3
"22389",2020-10-22,65,"Consulta","hombre",7
"22390",2020-10-22,65,"Consulta","mujer",4
"22391",2020-10-22,65,"Urgencia","hombre",1
"22392",2020-10-22,66,"Consulta","hombre",3
"22393",2020-10-22,66,"Consulta","mujer",6
"22394",2020-10-22,67,"Consulta","hombre",1
"22395",2020-10-22,67,"Consulta","mujer",1
"22396",2020-10-22,67,"Hospitalizacion","mujer",1
"22397",2020-10-22,67,"Urgencia","mujer",1
"22398",2020-10-22,68,"Consulta","hombre",2
"22399",2020-10-22,68,"Consulta","mujer",6
"22400",2020-10-22,68,"Hospitalizacion","mujer",1
"22401",2020-10-22,69,"Consulta","hombre",5
"22402",2020-10-22,70,"Consulta","hombre",3
"22403",2020-10-22,70,"Consulta","mujer",3
"22404",2020-10-22,70,"Hospitalizacion","hombre",1
"22405",2020-10-22,71,"Consulta","hombre",4
"22406",2020-10-22,71,"Consulta","mujer",3
"22407",2020-10-22,72,"Consulta","hombre",4
"22408",2020-10-22,72,"Consulta","mujer",6
"22409",2020-10-22,72,"Hospitalizacion","hombre",1
"22410",2020-10-22,72,"Hospitalizacion","mujer",2
"22411",2020-10-22,73,"Consulta","hombre",2
"22412",2020-10-22,73,"Consulta","mujer",2
"22413",2020-10-22,74,"Consulta","hombre",2
"22414",2020-10-22,74,"Consulta","mujer",2
"22415",2020-10-22,75,"Consulta","hombre",1
"22416",2020-10-22,75,"Consulta","mujer",4
"22417",2020-10-22,75,"Urgencia","hombre",1
"22418",2020-10-22,75,"Urgencia","mujer",1
"22419",2020-10-22,76,"Consulta","hombre",6
"22420",2020-10-22,76,"Consulta","mujer",2
"22421",2020-10-22,76,"Urgencia","hombre",2
"22422",2020-10-22,77,"Consulta","hombre",3
"22423",2020-10-22,77,"Consulta","mujer",3
"22424",2020-10-22,78,"Consulta","hombre",4
"22425",2020-10-22,78,"Consulta","mujer",2
"22426",2020-10-22,79,"Consulta","hombre",2
"22427",2020-10-22,79,"Consulta","mujer",4
"22428",2020-10-22,80,"Consulta","hombre",1
"22429",2020-10-22,80,"Consulta","mujer",3
"22430",2020-10-22,81,"Consulta","hombre",3
"22431",2020-10-22,81,"Consulta","mujer",4
"22432",2020-10-22,82,"Consulta","hombre",1
"22433",2020-10-22,82,"Consulta","mujer",3
"22434",2020-10-22,83,"Consulta","hombre",1
"22435",2020-10-22,83,"Consulta","mujer",2
"22436",2020-10-22,83,"Urgencia","hombre",1
"22437",2020-10-22,84,"Consulta","hombre",3
"22438",2020-10-22,84,"Consulta","mujer",2
"22439",2020-10-22,85,"Consulta","hombre",3
"22440",2020-10-22,85,"Consulta","mujer",1
"22441",2020-10-22,85,"Hospitalizacion","hombre",1
"22442",2020-10-22,86,"Consulta","hombre",2
"22443",2020-10-22,86,"Consulta","mujer",1
"22444",2020-10-22,86,"Hospitalizacion","hombre",1
"22445",2020-10-22,86,"Urgencia","hombre",1
"22446",2020-10-22,87,"Consulta","hombre",1
"22447",2020-10-22,87,"Consulta","mujer",1
"22448",2020-10-22,88,"Consulta","mujer",1
"22449",2020-10-22,89,"Consulta","hombre",1
"22450",2020-10-22,89,"Consulta","mujer",1
"22451",2020-10-22,89,"Hospitalizacion","mujer",1
"22452",2020-10-22,90,"Consulta","hombre",1
"22453",2020-10-22,90,"Consulta","mujer",1
"22454",2020-10-22,95,"Consulta","mujer",1
"22455",2020-10-23,0,"Consulta","hombre",1
"22456",2020-10-23,0,"Consulta","mujer",4
"22457",2020-10-23,1,"Consulta","hombre",2
"22458",2020-10-23,2,"Consulta","hombre",4
"22459",2020-10-23,2,"Consulta","mujer",2
"22460",2020-10-23,3,"Consulta","mujer",2
"22461",2020-10-23,4,"Consulta","hombre",3
"22462",2020-10-23,4,"Consulta","mujer",1
"22463",2020-10-23,5,"Consulta","hombre",2
"22464",2020-10-23,5,"Consulta","mujer",1
"22465",2020-10-23,6,"Consulta","hombre",3
"22466",2020-10-23,6,"Consulta","mujer",1
"22467",2020-10-23,7,"Consulta","mujer",1
"22468",2020-10-23,8,"Consulta","hombre",1
"22469",2020-10-23,9,"Consulta","hombre",1
"22470",2020-10-23,10,"Consulta","hombre",1
"22471",2020-10-23,10,"Consulta","mujer",2
"22472",2020-10-23,12,"Consulta","hombre",2
"22473",2020-10-23,13,"Consulta","hombre",4
"22474",2020-10-23,14,"Consulta","hombre",1
"22475",2020-10-23,14,"Consulta","mujer",2
"22476",2020-10-23,15,"Consulta","hombre",1
"22477",2020-10-23,15,"Consulta","mujer",2
"22478",2020-10-23,16,"Consulta","mujer",1
"22479",2020-10-23,17,"Consulta","hombre",2
"22480",2020-10-23,17,"Consulta","mujer",5
"22481",2020-10-23,18,"Consulta","mujer",2
"22482",2020-10-23,19,"Consulta","hombre",8
"22483",2020-10-23,19,"Consulta","mujer",5
"22484",2020-10-23,19,"Urgencia","mujer",1
"22485",2020-10-23,20,"Consulta","hombre",1
"22486",2020-10-23,20,"Consulta","mujer",2
"22487",2020-10-23,21,"Consulta","hombre",6
"22488",2020-10-23,21,"Consulta","mujer",6
"22489",2020-10-23,21,"Urgencia","hombre",1
"22490",2020-10-23,22,"Consulta","hombre",1
"22491",2020-10-23,22,"Consulta","mujer",4
"22492",2020-10-23,23,"Consulta","hombre",4
"22493",2020-10-23,23,"Consulta","mujer",7
"22494",2020-10-23,24,"Consulta","hombre",7
"22495",2020-10-23,24,"Consulta","mujer",12
"22496",2020-10-23,25,"Consulta","hombre",3
"22497",2020-10-23,25,"Consulta","mujer",10
"22498",2020-10-23,26,"Consulta","hombre",8
"22499",2020-10-23,26,"Consulta","mujer",6
"22500",2020-10-23,27,"Consulta","hombre",5
"22501",2020-10-23,27,"Consulta","mujer",6
"22502",2020-10-23,27,"Hospitalizacion","mujer",1
"22503",2020-10-23,27,"Urgencia","hombre",1
"22504",2020-10-23,27,"Urgencia","mujer",1
"22505",2020-10-23,28,"Consulta","hombre",6
"22506",2020-10-23,28,"Consulta","mujer",7
"22507",2020-10-23,29,"Consulta","hombre",5
"22508",2020-10-23,29,"Consulta","mujer",14
"22509",2020-10-23,30,"Consulta","hombre",3
"22510",2020-10-23,30,"Consulta","mujer",10
"22511",2020-10-23,30,"Hospitalizacion","mujer",1
"22512",2020-10-23,31,"Consulta","hombre",7
"22513",2020-10-23,31,"Consulta","mujer",9
"22514",2020-10-23,32,"Consulta","hombre",6
"22515",2020-10-23,32,"Consulta","mujer",5
"22516",2020-10-23,33,"Consulta","hombre",10
"22517",2020-10-23,33,"Consulta","mujer",8
"22518",2020-10-23,33,"Urgencia","hombre",1
